,LatDim_0,LatDim_1,split
Sample_001,0.6998937,0.5529003,train
Sample_003,0.09547,-0.4251397,train
Sample_004,-0.12683694,-0.40106922,train
Sample_005,0.30234152,1.6124959,train
Sample_006,-0.13941564,0.1426698,train
Sample_007,0.52518797,1.5951376,train
Sample_008,1.208533,-0.37902826,train
Sample_009,1.226786,-0.5906202,train
Sample_010,-0.85005265,-1.8756111,train
Sample_012,-1.9059141,0.5596884,train
Sample_013,-0.09932754,1.0122366,train
Sample_014,-0.0604392,-0.88877565,train
Sample_016,1.5330303,-1.9371673,train
Sample_017,-0.16792506,-0.39252082,train
Sample_019,-1.7967308,0.3797293,train
Sample_024,0.01952892,-0.13023093,train
Sample_025,1.422344,0.48930606,train
Sample_026,0.54064786,-0.93155104,train
Sample_027,-1.0873057,1.7142686,train
Sample_028,-1.1105279,0.094163276,train
Sample_030,-1.6788135,0.5882969,train
Sample_002,-0.50071657,0.4181453,valid
Sample_023,0.7020693,0.5081049,valid
Sample_029,-0.16530222,-0.1294367,valid
