,Gene3,Gene1,Gene2,split
Sample_001,0.36800453,-0.4303298,-0.5696054,train
Sample_003,0.086531505,-0.092139654,-0.19180515,train
Sample_004,-0.05588389,0.07946719,0.0004840116,train
Sample_005,-0.05588389,0.07946719,0.0004840116,train
Sample_006,0.26421025,-0.30549973,-0.430012,train
Sample_007,-0.11582035,0.11763595,0.4531052,train
Sample_008,-0.09129201,0.1020158,0.26787493,train
Sample_009,-0.15589519,0.1430597,0.75287867,train
Sample_010,-0.16692854,0.15018268,0.8390581,train
Sample_012,-0.17521805,0.15533793,0.89901453,train
Sample_013,0.7974906,-0.94754535,-1.148271,train
Sample_014,0.6089553,-0.72011364,-0.8936612,train
Sample_016,-0.05588389,0.07946719,0.0004840116,train
Sample_017,-0.15086149,0.13995086,0.71772486,train
Sample_019,-0.07819853,0.09367761,0.16899712,train
Sample_024,0.17386049,-0.19683899,-0.3085002,train
Sample_025,-0.05588389,0.07946719,0.0004840116,train
Sample_026,-0.0023977384,0.014857456,-0.072167076,train
Sample_027,1.01878,-1.2129966,-1.4448361,train
Sample_028,0.718596,-0.8519749,-1.0411174,train
Sample_030,-0.05588389,0.07946719,0.0004840116,train
Sample_002,-0.0763335,0.09269601,0.14806068,valid
Sample_023,-0.16208884,0.14710116,0.7974092,valid
Sample_029,-0.16808003,0.1509021,0.84277517,valid
