,LatDim_0,LatDim_1,split
Sample_001,1.4012972,-1.4170766,train
Sample_003,-3.0792897,0.67710084,train
Sample_004,-0.20326541,0.78681153,train
Sample_005,0.6240279,-0.63134134,train
Sample_006,2.1708493,1.0484039,train
Sample_007,-0.07416407,0.79936147,train
Sample_008,1.9822874,-0.13281636,train
Sample_009,-0.298802,1.5560006,train
Sample_010,0.5690325,0.28962213,train
Sample_012,-0.74665743,1.1390821,train
Sample_013,-0.67945904,0.34220722,train
Sample_014,-0.463668,0.5262475,train
Sample_016,1.4641591,0.06581654,train
Sample_017,-0.9591839,-1.5310321,train
Sample_019,-0.61692077,0.065188214,train
Sample_024,0.18431033,0.5516244,train
Sample_025,-1.0764741,0.7405221,train
Sample_026,0.33407587,-0.77175635,train
Sample_027,-0.089835644,0.86458355,train
Sample_028,-0.36192325,-1.0598956,train
Sample_030,-0.9824872,-0.78729075,train
Sample_002,-0.36553103,1.4615905,valid
Sample_023,-0.5858755,0.717005,valid
Sample_029,-0.14333044,-0.26417384,valid
